ID,Number of Bags,Bag Weight,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects
912,125,30 kg,Catuai,Double Carbonic Maceration / Natural,7.83,7.58,7.67,7.67,7.83,7.33,10,7.58,84.08,9.5,2,12,yellow green,9
913,20,60 kg,Catuai and Mundo Novo,"Honey,Mossto",7.67,7.08,8.42,7.67,6.83,7.5,9.33,7.5,83.42,11.3,5,10,blue-green,13
914,66,60 kg,Castillo Paraguaycito,Washed / Wet,7.25,8.5,7.25,8.08,7.08,7.08,8.67,8.17,84,10.7,1,2,greenish,9
915,4,22 kg,"Jember,TIM-TIM,Ateng","Honey,Mossto",7.25,8.08,7.17,8.58,7.67,8.17,10,7.17,83.75,12.2,0,3,bluish-green,11
916,345,10 kg,Pacamara,Double Anaerobic Washed,7.42,7.67,7.17,8,8.17,6.67,9.33,8,84.75,12.1,3,6,green,3
917,260,22 kg,Bourbon,Double Carbonic Maceration / Natural,7.17,8.25,8.25,7.08,7.67,8,8.67,7.08,87.08,10.6,1,1,greenish,10
918,9,20 kg,Bourbon Sidra,Anaerobico 1000h,7.33,8.5,6.92,7.08,8,7.92,9.33,7.67,84.92,12,0,1,yello-green,2
919,35,30 kg,"Jember,TIM-TIM,Ateng",Semi Washed,7.17,7.92,6.92,8.58,7.42,7.75,8.67,7.67,84.92,8.1,4,10,green,8
920,3,22 kg,Catrenic,Pulped natural / honey,6.5,7.17,6.67,7,7.33,8,9.33,7.42,85.42,9.8,0,7,greenish,7
921,325,70 kg,Mundo Novo,Pulped natural / honey,8.58,7.83,6.67,7.67,7.58,7.42,8.67,7.83,85.25,8.9,0,9,yello-green,0
922,40,15 kg,Typica Gesha,Pulped natural / honey,7.08,7.17,7.5,7.83,7,7.42,8.67,7.5,86.92,12.1,3,5,yellow- green,10
923,26,4 kg,Pacamara,Pulped natural / honey,6.5,8.17,8.08,7.42,7.75,7.75,8.67,8,85.42,11.9,2,0,browish-green,11
924,345,36 kg,Bourbon,Pulped natural / honey,8.58,8.5,7.75,7.92,6.83,8.08,10,7.58,83.5,9.7,2,5,pale yellow,11
925,250,320 kg,Catucai,Semi Washed,8.33,8.33,8.08,7.5,7.17,7.67,10,7.42,82.67,12.2,2,8,green,3
926,32,13 kg,SL34,Washed / Wet,7.5,7.5,7.08,7.08,7.42,7.5,9.33,7.75,87.42,10.5,0,2,yellow-green,5
927,150,48 kg,Typica,Double Carbonic Maceration / Natural,7.75,8.08,7.17,7.25,7.83,7.67,9.33,6.67,83.58,10.8,5,1,green,12
928,66,300 kg,Catuai and Mundo Novo,Semi Washed,7.92,8.42,7.08,8.17,7.67,8.42,8.67,8.58,89.33,10.8,0,9,yellow-green,3
929,600,90 kg,Catuai,Double Anaerobic Washed,7.75,7.08,8,8.33,8.17,7.08,10,7.58,82.67,11.9,0,12,yellow- green,9
930,584,13 kg,Yellow Bourbon,Pulped natural / honey,8.08,7.42,8.08,6.83,7.83,7.33,8.67,7.17,82.5,11.4,4,1,blue-green,12
931,960,80 kg,"Catimor,Catuai,Caturra,Bourbon",Pulped natural / honey,8.08,7.83,7.92,8.08,7.67,7,9.33,7.75,83.75,13.5,4,6,yellow- green,5
932,500,20 kg,"BOURBON, CATURRA Y CATIMOR",Double Carbonic Maceration / Natural,8.08,7.25,7.75,8.58,7.25,7.58,9.33,8,85.33,12.4,1,10,green,4
933,14,48 kg,"Jember,TIM-TIM,Ateng",Pulped natural / honey,7.75,8.5,7,7.25,7.17,7.83,10,7.5,82.75,11.3,4,0,yellowish,11
934,285,12 kg,Maragogype,Semi Washed,7.92,7.33,7.33,8.17,7.75,7.33,8.67,7.33,83.75,12.4,1,6,yellow-green,3
935,6,13 kg,"BOURBON, CATURRA Y CATIMOR","Honey,Mossto",7.08,7.92,7.08,7.75,7.25,6.67,8.67,7.75,83.17,10.8,3,5,yellow- green,10
936,40,90 kg,Red Bourbon,Wet Hulling,7.83,7.67,7.33,8.33,8,7.08,9.33,7.17,86.08,8.4,2,12,pale yellow,8
937,32,90 kg,Red Bourbon,Semi Washed,8.25,7.17,7,8.25,7,7,10,7.75,83.5,10.4,0,0,yello-green,8
938,3,69 kg,Catuai and Mundo Novo,"Honey,Mossto",6.5,7.25,7.67,8.08,7.92,8.25,9.33,7.42,86.5,13.5,3,7,brownish,11
939,25,2 kg,Yellow Bourbon,Pulped natural / honey,8.5,7.67,8.08,7.25,7.58,8.25,10,7.17,83.42,10.7,2,1,yello-green,3
940,325,1 kg,Pacamara,"Honey,Mossto",7.92,7.92,8.25,7.42,8.17,7.75,10,7.58,87.17,13.1,0,3,yellow green,9
941,70,90 kg,Typica,Double Carbonic Maceration / Natural,7.83,8,6.67,8,7.25,7.5,8.67,8.5,83,10.3,0,6,yellow- green,2
942,2,13 kg,Lempira,Natural / Dry,8,7.33,8.42,8,7.17,6.67,9.33,7,83.25,11.5,4,8,blue-green,4
943,250,12 kg,Caturra,"Honey,Mossto",8.25,7.75,7.58,8.25,7.42,7.5,10,7.75,82.42,10.1,3,5,yellow- green,13
944,4,60 kg,"Caturra,Colombia,Castillo","Honey,Mossto",7.58,8.5,7.83,7.33,8.25,6.67,10,7.33,85.5,10.8,5,1,blue-green,10
945,80,30 kg,Catuai and Mundo Novo,Washed / Wet,7.75,7.5,8.17,7.67,7.92,7.83,8.67,8.58,82.67,10,5,7,pale yellow,7
946,584,15 kg,Gesha,Natural / Dry,6.5,7.08,7.58,7,7.17,6.67,10,7.92,84.42,9.2,4,8,yellow green,13
947,13,22 kg,Catuai,Double Carbonic Maceration / Natural,8.5,8.5,7.08,7.92,7.17,8.25,10,8,82.67,8.1,3,0,yellowish,5
948,343,320 kg,Yellow Bourbon,Washed / Wet,8.33,7.42,7.67,7.58,7.42,7.33,9.33,8.17,85.5,10.9,1,5,brownish,0
949,343,80 kg,"Wolishalo,Kurume,Dega",Washed / Wet,8.33,7.58,6.75,7.67,8,8.08,8.67,7.92,87.17,9.9,2,1,greenish,1
950,14,300 kg,Pacamara,Double Anaerobic Washed,8.17,8.42,7.75,8.25,8,7.67,10,7.42,85,10.5,0,8,yello-green,7
951,4,48 kg,SHG,Double Carbonic Maceration / Natural,8.33,7.08,7.42,7.75,7.58,7.75,9.33,7.58,82.33,9.7,0,10,yellowish,0
952,340,25 kg,Bourbon Sidra,Semi Washed,6.5,7.58,8.25,7,8,7.67,10,7.75,87.58,8.9,4,10,yellowish,0
953,13,5 kg,"BOURBON, CATURRA Y CATIMOR",Wet Hulling,7.25,7.25,7.25,7.5,7.92,6.67,10,7.5,82.25,13.1,2,7,greenish,4
954,26,35 kg,Sl34+Gesha,Double Anaerobic Washed,8.33,7.67,7.5,8.33,7.25,7.33,9.33,7.08,85.58,9.9,1,1,brownish,16
955,70,90 kg,"Caturra,Colombia,Castillo",Anaerobico 1000h,7.67,7.83,7.5,6.83,7.08,7.08,9.33,7.33,83.25,9.3,0,6,green,10
956,80,22 kg,Bourbon,Semi Washed,7.5,7.92,7,7.92,7.67,7.08,10,8.25,84,8.1,4,9,green,3
957,1,36 kg,Catucai,Wet Hulling,7.75,7.08,7,7.33,7.75,8.17,8.67,7.67,84.75,10.1,4,6,bluish-green,9
958,74,48 kg,Parainema,Double Anaerobic Washed,7.33,7.25,7.33,7.33,7.92,7.42,8.67,7.42,83.58,11,0,0,blue-green,11
959,14,12 kg,Red Bourbon,Double Anaerobic Washed,7.83,7.92,7.75,7.08,6.83,7.75,9.33,7.42,87,8.4,3,9,pale yellow,11
960,250,48 kg,Typica Gesha,Washed / Wet,7.92,8.08,6.67,7.33,7.42,8.42,10,8,86.92,10.2,5,8,yellow-green,13
961,40,24 kg,Castillo and Colombia blend,Double Carbonic Maceration / Natural,7.33,7.33,8.25,8.58,7.58,7,9.33,8.25,86.67,8.4,5,12,yellowish,1
962,345,10 kg,Parainema,Pulped natural / honey,7.33,8.17,7,7.17,7.33,8.25,8.67,8.08,82.75,11.8,2,0,bluish-green,8
963,300,24 kg,Typica,Double Carbonic Maceration / Natural,8.17,8.42,7.92,8.17,7.75,7.08,9.33,7.83,82.5,9.3,4,10,yellow green,10
964,635,35 kg,SHG,Natural / Dry,7.33,8.33,7,8.08,6.83,6.67,9.33,7.42,82.75,11.6,4,3,green,3
965,5,20 kg,Red Bourbon,Washed / Wet,8.17,7.83,7.58,8.08,6.83,7.08,10,8.08,84.33,12.2,4,6,pale yellow,10
966,40,1 kg,Typica,"Honey,Mossto",8.08,8.17,8.17,8,7.58,7.42,9.33,8,83.33,13.3,5,12,blue-green,8
967,2,20 kg,Parainema,Natural / Dry,7.58,7.42,7.42,8.58,6.83,7.42,8.67,7.92,87.42,11.6,0,1,bluish-green,4
968,2,4 kg,Yellow Bourbon,Washed / Wet,7.33,7.67,7.83,8,6.83,7.5,9.33,6.67,86.08,9.6,0,2,greenish,5
969,32,104 kg,SL28,Double Carbonic Maceration / Natural,7.17,7.67,7.5,8.17,7.58,7.58,8.67,7.67,85.75,9.1,3,5,yellow green,1
970,6,45 kg,Catuai,Semi Washed,7.92,8.17,8,7.17,7.67,7.92,10,8.5,84.42,13.1,0,2,bluish-green,8
971,25,12 kg,Catuai and Mundo Novo,Pulped natural / honey,7.58,7.25,7.42,7.33,6.83,7.33,8.67,7.67,84.75,11.6,4,12,browish-green,5
972,8,20 kg,Catuai,"Honey,Mossto",7.58,7.33,7.58,7.25,8,7.75,9.33,8.5,84.58,12.3,1,12,yellowish,12
973,325,60 kg,"Red Bourbon,Caturra",Natural / Dry,8,7.17,8.08,7.42,8.17,7.08,8.67,8,84.33,11,4,12,yellow-green,9
974,8,69 kg,"BOURBON, CATURRA Y CATIMOR",Natural / Dry,8,8.42,7.92,8.08,7.42,7.83,9.33,7.67,84,13.5,2,6,yellow-green,8
975,2,45 kg,"Caturra,Colombia,Castillo",Semi Washed,8.17,6.75,8,6.83,7.83,8.25,8.67,8.5,85.67,11.3,1,10,green,7
976,74,16 kg,Sarchimor,Anaerobico 1000h,8,8.08,7.25,7.75,6.83,7.08,8.67,8.17,85.67,11,0,8,yellowish,1
977,584,22 kg,SL14,Wet Hulling,7.58,7.17,7.17,7.92,7.92,7.42,8.67,8.5,83.17,10.2,2,10,yellow- green,10
978,960,35 kg,Sl34+Gesha,Double Carbonic Maceration / Natural,7.42,7.08,7.92,7.42,6.83,8.42,10,7.17,84.42,11.1,5,7,yellow- green,4
979,3,1 kg,Parainema,Double Carbonic Maceration / Natural,8.08,7.5,7.83,7.17,7.42,7.5,10,7.67,82.5,13.5,2,0,yellow-green,7
980,40,70 kg,Bourbon Sidra,"Honey,Mossto",7.75,8,7.17,8.33,7.92,7.33,9.33,7.67,83.75,9.8,2,8,pale yellow,12
981,125,16 kg,Catuai,Wet Hulling,7.83,8.33,7.25,7,7.92,8.25,8.67,8.08,83.25,11,1,6,yellow green,7
982,300,1 kg,Bourbon Sidra,Semi Washed,7.75,7.33,7.92,7,7.92,7.08,10,8.58,85.83,8.4,5,9,green,10
983,4,30 kg,"Caturra,Colombia,Castillo",Double Carbonic Maceration / Natural,8.33,8.5,7.42,7.5,7.83,8.08,9.33,8.5,87,10.8,5,2,brownish,9
984,325,22 kg,"Bourbon, Catimor, Caturra, Typica",Pulped natural / honey,7.17,8.42,7.67,7.58,7.42,7.58,9.33,8.17,85.33,12,2,2,green,2
985,55,27 kg,"Bourbon, Catimor, Caturra, Typica",Wet Hulling,8.08,7.33,6.67,7.75,8.17,7.75,9.33,8.25,84.67,10.5,2,2,bluish-green,4
986,14,5 kg,Typica Bourbon Caturra Catimor,Pulped natural / honey,7.33,7.33,7.75,7,7.17,7.92,9.33,7.17,86.17,8.1,4,8,brownish,0
987,1,104 kg,Pacamara,Double Anaerobic Washed,7.58,8.42,7.5,7.17,6.83,7.83,10,8.08,84.75,10,0,6,yellow green,7
988,6,50 kg,Gesha,Pulped natural / honey,7.75,7.42,7.58,7.5,6.83,7.92,9.33,6.67,82.42,10.1,4,12,yello-green,4
989,20,300 kg,Parainema,Double Anaerobic Washed,7.75,7.08,7.17,8,7.58,8.17,9.33,7,86.08,9.7,5,1,browish-green,7
990,6,13 kg,Yellow Catuai,Double Carbonic Maceration / Natural,7.67,8.42,7.67,7.25,7.42,7.83,10,7.17,84.75,10.8,3,3,bluish-green,4
991,19,25 kg,Catimor,Washed / Wet,8.25,7.83,7,7.33,7.83,7,10,7.83,84.08,10.8,3,10,yellow-green,3
992,6,12 kg,"Red Bourbon,Caturra",Wet Hulling,7.08,8.5,8.08,8.25,8.17,7.08,10,7.75,82.67,9.1,0,9,yellowish,5
993,14,45 kg,Castillo,Anaerobico 1000h,7.17,7.67,7.17,8,6.83,7.33,10,8,83.75,12,3,12,yellow green,0
994,40,24 kg,"BOURBON, CATURRA Y CATIMOR",Double Carbonic Maceration / Natural,7.33,8.25,7.83,6.83,7.83,8.42,8.67,8.17,86.75,13.5,4,5,brownish,8
995,5,90 kg,Red Bourbon,Double Anaerobic Washed,7.33,7.83,8.08,7,7.67,7.83,10,7.5,83.75,11.6,4,6,yellow green,10
996,4,22 kg,Red Bourbon,"Honey,Mossto",8.17,7.42,7.25,8.08,8.08,7.5,8.67,7.75,83.33,13.5,1,7,yellow green,5
997,3,5 kg,Parainema,"Honey,Mossto",6.5,8,6.75,7.83,6.83,7.67,10,7.17,83.25,10.7,4,5,green,5
998,8,25 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,8.08,7.42,7,7.67,6.83,7.92,9.33,8.08,84.58,10.9,0,9,browish-green,5
999,9,13 kg,SHG,Double Anaerobic Washed,7.75,7.83,8.42,7.33,7.17,8.25,9.33,7.17,83.83,11.9,4,8,yello-green,9
1000,77,36 kg,Typica Bourbon Caturra Catimor,Double Carbonic Maceration / Natural,8,7.75,7.75,7.75,8.08,8,9.33,6.83,83.17,12.2,2,8,brownish,2
1001,4,1 kg,Catuai and Mundo Novo,Natural / Dry,7.67,7.17,7,7,8.17,7.08,10,8.33,84.67,12,3,2,yellow-green,16
1002,620,45 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,7.92,8,7.42,8.25,7.17,7.25,8.67,7,83.17,13.5,4,9,yellow-green,1
1003,9,4 kg,Catimor,Natural / Dry,7.92,8.17,6.75,7.42,7.08,7.92,10,7.92,86.75,11.5,3,8,greenish,7
1004,275,104 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,6.5,7.33,7.5,7.33,7.42,8,8.67,7.5,85.17,10.2,2,5,yello-green,0
1005,500,104 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,7.83,7.75,6.92,7.67,7,7.58,10,6.67,85,13.3,5,2,blue-green,10
1006,584,22 kg,Sl34+Gesha,Natural / Dry,7.08,7.25,6.67,7.83,7.58,7.08,8.67,7.92,86.75,10,2,10,browish-green,12
1007,6,70 kg,SL14,"Honey,Mossto",7.17,8.33,7.08,6.83,7.75,7.92,9.33,8.25,83.25,13.5,2,3,pale yellow,5
1008,300,20 kg,"Wolishalo,Kurume,Dega",Pulped natural / honey,7.92,7.5,7.92,7.42,8.25,7.25,10,7.83,85.83,12.3,4,2,brownish,11
1009,77,1 kg,Sl34+Gesha,Double Carbonic Maceration / Natural,7.92,8.33,7.17,7.83,7.67,7.92,10,7,85.42,10.9,4,5,greenish,8
1010,584,70 kg,Parainema,Anaerobico 1000h,7.17,8.25,7.83,7.33,7.67,7.42,9.33,8.17,83.75,10.7,3,7,browish-green,9
1011,80,104 kg,Typica Gesha,Anaerobico 1000h,6.5,7.17,7.25,7.08,7.33,7.08,10,7,84.08,9.5,1,1,yello-green,0
1012,440,25 kg,"Catimor,Catuai,Caturra,Bourbon",Natural / Dry,8.17,7.25,8.08,7.83,7.58,7,10,7.17,84.67,8.4,2,2,yello-green,10
1013,345,300 kg,Yellow Catuai,Semi Washed,7.83,7.5,7.17,8,7.33,7.67,9.33,8.17,84.33,9.5,5,7,brownish,9
1014,10,69 kg,Typica Bourbon Caturra Catimor,Natural / Dry,7.42,8.25,7.67,8.08,7.42,8,10,8.33,82.75,10.2,2,3,yellow- green,4
1015,4,45 kg,Yellow Bourbon,Pulped natural / honey,8.5,7.5,8.17,7.42,6.83,7.42,9.33,7.92,87.17,10.1,5,12,yellowish,0
1016,6,69 kg,Sl34+Gesha,Wet Hulling,7.17,8.25,6.67,7.75,7.33,7.75,10,7.17,84.92,11.4,3,12,yellow- green,2
1017,2,60 kg,"BOURBON, CATURRA Y CATIMOR",Washed / Wet,8.58,7.42,6.75,8.58,7.33,7.33,10,8.08,87,9.9,3,10,pale yellow,11
1018,632,20 kg,Sarchimor,Pulped natural / honey,7.42,8.33,7.5,7.92,6.83,6.67,8.67,7.58,83.17,11.9,4,10,bluish-green,12
1019,260,35 kg,Bourbon Sidra,Pulped natural / honey,8.58,6.75,7.75,8.25,8,7.92,10,7.42,85.17,10.9,3,5,pale yellow,7
1020,440,30 kg,Typica Bourbon Caturra Catimor,Natural / Dry,6.5,7.75,6.75,7.42,7.42,7.42,9.33,7.92,86.92,10.9,4,12,yello-green,3
1021,100,25 kg,SL34,Double Carbonic Maceration / Natural,8.5,7.42,7.17,8.25,7.33,7.42,10,7.67,84.25,9.1,5,12,pale yellow,16
1022,66,60 kg,"Red Bourbon,Caturra",Washed / Wet,8.33,7.92,8.25,7.42,7.67,7.92,8.67,7.83,85.5,8.1,1,6,yellowish,7
1023,635,2 kg,SL28,Washed / Wet,7.75,7.75,7.08,8.33,7,7.92,8.67,7.08,82.25,8.1,4,3,brownish,7
1024,620,5 kg,Typica Gesha,Natural / Dry,8.17,6.75,8.25,7.75,7.33,8.42,8.67,8.5,89.33,10.2,3,3,brownish,2
1025,500,27 kg,Yellow Catuai,Semi Washed,8.25,8.5,7.5,8.08,7.17,8.17,9.33,7.42,89.33,9.3,4,9,browish-green,3
1026,260,10 kg,Ethiopian Heirlooms,Wet Hulling,8.33,8.5,8.42,7.5,7.92,7.58,9.33,8.33,87.17,8.1,4,1,yellow-green,8
1027,26,35 kg,Pacamara,Double Carbonic Maceration / Natural,7.5,6.75,7.67,7.67,8.08,7.5,10,7.92,86.92,12.1,3,12,bluish-green,13
1028,960,69 kg,Catuai and Mundo Novo,Double Carbonic Maceration / Natural,7.33,8,7.67,6.83,7.17,7.67,8.67,7.83,83.5,10.2,1,6,green,8
1029,500,10 kg,"Red Bourbon,Caturra",Natural / Dry,7.25,7.92,8.17,7.5,7.08,7.75,8.67,7.5,82.25,11,2,3,browish-green,1
1030,40,100 kg,SL14,Double Carbonic Maceration / Natural,6.5,8.33,7.42,7,8.08,7.5,8.67,7.42,84.58,12.4,2,7,yello-green,2
1031,77,4 kg,Lempira,Anaerobico 1000h,8.58,7.17,7.42,7.5,7.75,8.25,10,7.17,83.33,8.4,2,7,yellow green,7
1032,16,25 kg,Sl34+Gesha,Anaerobico 1000h,8,7.58,8.08,8.08,7.17,8,8.67,7.5,84.42,9.6,4,0,yellowish,11
1033,500,24 kg,SHG,"Honey,Mossto",7.08,7.33,7.58,8.58,6.83,8,9.33,8.33,87.08,9.5,5,9,yello-green,13
1034,66,48 kg,Castillo Paraguaycito,Double Anaerobic Washed,8.5,7.42,7.08,7.08,7,8.42,10,7.17,83.58,9.2,0,7,brownish,16
1035,300,48 kg,Parainema,Pulped natural / honey,7.08,8.25,7.5,7.5,8.25,7.08,9.33,8.33,83.42,9.9,2,2,green,4
1036,600,25 kg,Pacamara,Wet Hulling,7.33,8.33,7.42,8,7.17,7.75,8.67,7.08,83.5,10.4,3,5,yellow- green,7
1037,300,1 kg,"Bourbon, Catimor, Caturra, Typica",Double Carbonic Maceration / Natural,8.58,7.75,7.5,7.92,7.83,8,9.33,7.92,84.67,13.5,5,2,browish-green,1
1038,19,16 kg,"Castillo,Caturra,Bourbon",Pulped natural / honey,7.67,8.08,8.17,7.83,8.08,7,8.67,7.42,85.83,9.3,5,10,green,7
1039,635,12 kg,Parainema,Double Anaerobic Washed,8.08,8.17,8.25,8,7.08,7.92,10,8.58,87.17,9.4,1,6,bluish-green,2
1040,500,320 kg,Caturra,Double Carbonic Maceration / Natural,7.33,7.75,7,8.33,7.08,7.08,9.33,8.08,83.33,12.2,1,6,yellowish,2
1041,960,4 kg,Catucai,Double Anaerobic Washed,8.58,7.92,7.25,7.75,8.08,7.08,9.33,7.67,83.42,10.6,5,3,yellowish,12
1042,74,2 kg,"BOURBON, CATURRA Y CATIMOR",Pulped natural / honey,6.5,7.33,7.75,7.33,7.08,7.08,10,6.83,84.75,9.3,4,7,yello-green,1
1043,150,48 kg,Castillo Paraguaycito,"Honey,Mossto",7.5,7.92,7.58,7.75,7.67,6.67,10,6.83,84.08,9.3,5,7,pale yellow,5
1044,16,320 kg,Lempira,Anaerobico 1000h,7.75,8.42,8.08,7.25,7.25,8,8.67,8,84.75,9.9,0,9,yellowish,13
1045,141,12 kg,SHG,Natural / Dry,6.5,6.75,7.58,8.25,7.67,8.17,8.67,7.33,83.08,11.8,5,9,browish-green,1
1046,100,30 kg,"Jember,TIM-TIM,Ateng",Anaerobico 1000h,7.5,8.25,8.17,7.42,7.17,7.42,9.33,6.83,85.58,11.9,0,2,blue-green,0
1047,345,80 kg,Red Bourbon,Double Carbonic Maceration / Natural,7.08,7.25,7,8.25,6.83,7.5,8.67,7.33,87.42,11.9,0,12,yellowish,13
1048,440,100 kg,Yellow Catuai,Natural / Dry,8.25,7.58,8.25,6.83,7.08,8.25,9.33,8.33,82.42,11.6,4,6,brownish,2
1049,141,45 kg,Parainema,"Honey,Mossto",8.33,8,8,7.5,7.83,7,9.33,6.67,82.75,10.7,4,0,greenish,5
1050,35,104 kg,Caturra,Double Carbonic Maceration / Natural,8,8,7.42,8.58,8,7.83,9.33,7.83,84.58,9.7,1,7,blue-green,3
1051,74,15 kg,Castillo Paraguaycito,Double Anaerobic Washed,8.17,7.83,7.67,8.17,7,7.58,10,7.58,82.33,11.7,1,9,blue-green,5
1052,14,80 kg,SL14,Anaerobico 1000h,7.75,7.83,8.08,8.08,8,7.83,10,7.17,82.5,9.6,2,0,yello-green,5
1053,9,5 kg,Catrenic,Semi Washed,8.58,6.75,6.67,8.58,7.58,7.33,8.67,6.83,84.58,8.1,5,10,bluish-green,3
1054,26,2 kg,Typica Gesha,Washed / Wet,6.5,7.42,7.25,7.17,7.17,7.67,8.67,7.5,83.08,13.1,5,1,greenish,8
1055,35,24 kg,"BOURBON, CATURRA Y CATIMOR",Natural / Dry,7.5,8.17,7.5,7.75,6.83,7.08,8.67,6.67,83.25,11.9,0,12,yello-green,4
1056,50,36 kg,Catuai and Mundo Novo,"Honey,Mossto",8.5,7.92,8.08,7.58,8,7,10,8.25,83.75,12.4,0,8,browish-green,2
1057,5,85 kg,Bourbon,Wet Hulling,6.5,8.5,7,8.33,7.92,7.33,10,6.83,87.17,8.9,4,8,green,12
1058,620,45 kg,Catuai and Mundo Novo,Wet Hulling,7.83,8.08,7.17,7.08,7.67,8.42,9.33,7.33,83.33,9.1,0,1,greenish,10
1059,32,10 kg,Bourbon Sidra,Pulped natural / honey,7.83,7.58,6.92,7.83,7.08,7.33,9.33,7.67,87,11.8,0,1,yello-green,4
1060,13,24 kg,SL34,Washed / Wet,7.17,7.5,8,7.92,7,7.67,10,7,85.75,8.9,2,10,green,1
1061,19,1 kg,Java,Washed / Wet,7.92,7.33,8.08,6.83,7.67,6.67,10,8.5,86.08,13.3,0,7,yellowish,10
1062,20,16 kg,Sl34+Gesha,Wet Hulling,7.58,7.75,8.17,6.83,7.83,7.58,9.33,7.58,89.33,10.8,1,10,greenish,9
1063,1,60 kg,Red Bourbon,Wet Hulling,8.25,7.25,7.83,7.75,7.33,8,10,7,85.42,11.8,5,5,yellow green,13
1064,19,10 kg,Catrenic,Washed / Wet,8.5,8.17,7.67,6.83,7.42,7.67,10,7.92,84.58,9.7,2,0,yellow green,4
1065,70,104 kg,SL34,"Honey,Mossto",8.58,8.42,7.83,8.08,7.25,8,10,7,86.25,9.3,1,0,pale yellow,11
1066,260,320 kg,Caturra,Double Carbonic Maceration / Natural,8,8.17,6.67,7.08,7.92,8.17,10,8.33,84.42,12.1,3,8,yellow- green,11
1067,960,69 kg,SL14,Pulped natural / honey,8.5,6.75,6.92,7.75,7.83,7.25,9.33,7,84.08,10.3,3,3,browish-green,11
1068,375,27 kg,Gesha,"Honey,Mossto",6.5,7.83,7.5,7.5,7.83,7.92,9.33,7.83,83.83,10.7,1,10,blue-green,16
1069,960,45 kg,SL28,Double Carbonic Maceration / Natural,7.33,7.5,8,8.58,7.75,8.17,9.33,8.17,83.5,10.5,4,9,yellow- green,1
1070,32,48 kg,Typica Gesha,Double Carbonic Maceration / Natural,8.08,7.67,6.92,7.67,7.58,7.58,9.33,8,84,10.5,4,1,pale yellow,13
1071,960,27 kg,SL28,"Honey,Mossto",7.17,8.42,8.08,7.75,7.33,7.67,9.33,7.08,89.33,10.2,2,8,bluish-green,3
1072,2,5 kg,"Red Bourbon,Caturra",Semi Washed,8.17,7.17,8.08,7.25,8.25,7.5,8.67,6.83,87.42,11.9,0,6,yellow- green,4
1073,16,2 kg,Castillo,Pulped natural / honey,7.75,7.58,7,8,7.17,7.25,8.67,8.08,83.33,11.6,5,12,yello-green,2
1074,5,90 kg,Yellow Bourbon,Washed / Wet,7.5,7.08,7.75,7.5,7.25,7.5,9.33,6.67,86.5,11.1,3,0,brownish,1
1075,343,24 kg,Catrenic,Anaerobico 1000h,7.58,7.75,7.92,8.58,7.17,8.17,9.33,7.83,84.75,11.8,5,5,bluish-green,3
1076,620,30 kg,Yellow Catuai,Washed / Wet,7.42,8,7.92,7.42,6.83,8,9.33,7.75,85.5,12.2,1,0,brownish,5
1077,10,12 kg,Catucai,"Honey,Mossto",8.08,8.33,8.42,7.92,8.08,6.67,10,8.25,87.42,10.8,5,0,yello-green,13
1078,35,20 kg,"Caturra,Colombia,Castillo",Natural / Dry,8.5,7.42,7.58,8.33,7.25,7.08,10,8.33,85.25,10.1,4,1,yellow-green,4
1079,50,45 kg,"Castillo,Caturra,Bourbon",Washed / Wet,7.33,8.17,7.25,7.08,7.08,7.33,10,7,87.08,12,2,6,browish-green,12
1080,430,4 kg,SL14,Wet Hulling,7.75,7.17,8,8,7,7.75,8.67,8.5,86.17,11.9,0,9,yellow- green,7
1081,5,24 kg,Catimor,"Honey,Mossto",8,7.17,7.75,8.33,7,7.92,9.33,7.83,84.92,10.8,3,9,yellow green,0
1082,4,69 kg,Yellow Catuai,Double Anaerobic Washed,7.83,6.75,7.5,7.25,8.17,6.67,9.33,7.33,84.67,12.2,3,6,yellow-green,10
1083,584,20 kg,"Jember,TIM-TIM,Ateng","Honey,Mossto",8.5,6.75,7,7,7.25,8.42,10,7.92,83.5,9.3,2,12,yellow- green,13
1084,320,24 kg,SL28,Wet Hulling,7.25,8.42,6.92,7.42,7.92,7.42,10,7.42,85.58,11.9,2,6,blue-green,16
1085,25,50 kg,Maragogype,Washed / Wet,8.25,7.92,8.42,7.25,7.83,7.58,10,8.08,87,11.2,3,6,yellowish,3
1086,74,300 kg,Yellow Bourbon,"Honey,Mossto",7.17,8.17,7.58,7.08,8.25,7.5,8.67,7.17,86.5,11,4,1,bluish-green,13
1087,40,4 kg,Castillo and Colombia blend,Double Anaerobic Washed,7.25,7.25,8,7.75,7.17,7.5,10,7.67,84.92,10.7,1,10,yello-green,4
1088,320,1 kg,SHG,Washed / Wet,8.5,7.83,7.25,7.5,7.67,7.83,9.33,8.08,83.5,9.3,2,10,yellow- green,7
1089,80,69 kg,SL14,Natural / Dry,7.08,8,7.58,8,7.58,8,8.67,8.08,87.08,9.3,3,1,pale yellow,7
